Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Sales,Cost,Order_Status,Delivery_Date,Estimated_Delivery,Delivered_Quantity
4555,2023-06-26,C079,P035,1,3658.0,2542,Completed,2023-07-02,2023-07-01,1
4556,2024-01-15,C046,P008,3,13350.0,9837,Completed,2024-01-21,2024-01-20,3
4557,2023-11-07,C027,P038,1,4519.0,2733,Completed,2023-11-09,2023-11-12,1
4558,2023-08-28,C033,P017,3,11793.0,8715,Completed,2023-08-30,2023-09-04,3
4559,2023-12-17,C073,P025,1,3785.0,2484,Completed,2023-12-23,2023-12-21,1
4560,2024-12-30,C028,P044,2,21393.81,10562,Completed,2025-01-03,2025-01-04,2
4561,2023-07-01,C074,P003,2,9632.0,6804,Completed,2023-07-03,2023-07-06,2
4562,2024-01-22,C017,P025,2,7570.0,4968,Returned,2024-01-26,2024-01-25,2
4563,2023-04-08,C015,P049,1,7219.11,3960,Completed,2023-04-16,2023-04-12,1
4564,2023-10-06,C009,P046,3,28894.55,15876,Returned,2023-10-10,2023-10-09,3
4565,2023-03-14,C060,P031,4,16900.0,11732,Completed,2023-03-16,2023-03-21,4
4566,2024-09-11,C011,P018,4,18284.0,11780,Returned,2024-09-16,2024-09-14,4
4567,2023-03-23,C060,P043,3,27482.44,13899,Completed,2023-03-25,2023-03-28,2
4568,2023-10-30,C032,P054,2,18316.92,10822,Completed,2023-11-03,2023-11-02,2
4569,2024-03-11,C079,P035,3,10974.0,7626,Completed,2024-03-16,2024-03-15,3
4570,2024-08-20,C035,P044,1,9405.76,5281,Completed,2024-08-22,2024-08-25,1
4571,2024-07-19,C024,P011,1,4598.0,2901,Returned,2024-07-24,2024-07-22,1
4572,2023-02-23,C040,P048,2,17598.1,11562,Cancelled,,2023-02-27,0
4573,2024-08-02,C061,P025,2,7570.0,4968,Cancelled,,2024-08-09,0
4574,2023-03-08,C047,P006,3,11835.0,8172,Completed,2023-03-10,2023-03-12,2
4575,2024-06-29,C061,P060,1,9591.78,4419,Completed,2024-07-07,2024-07-03,1
4576,2024-07-22,C069,P048,4,40942.57,23124,Completed,2024-07-28,2024-07-27,4
4577,2024-09-04,C021,P002,4,16884.0,11732,Completed,2024-09-12,2024-09-09,4
4578,2024-05-12,C051,P008,4,17800.0,13116,Completed,2024-05-20,2024-05-17,3
4579,2023-01-30,C070,P001,4,15792.0,9568,Completed,2023-02-04,2023-02-06,4
4580,2024-06-23,C060,P052,4,34358.84,18936,Completed,2024-07-01,2024-06-29,4
4581,2024-04-19,C022,P027,1,4690.0,3399,Completed,2024-04-24,2024-04-23,1
4582,2023-07-04,C037,P025,1,3785.0,2484,Cancelled,,2023-07-08,0
4583,2023-05-07,C018,P051,3,25350.67,14490,Completed,2023-05-13,2023-05-11,3
4584,2023-08-31,C036,P044,1,9745.11,5281,Completed,2023-09-03,2023-09-04,1
4585,2024-01-11,C018,P048,2,20845.2,11562,Completed,2024-01-15,2024-01-18,2
4586,2023-05-29,C011,P027,1,4690.0,3399,Completed,2023-06-05,2023-06-01,1
4587,2023-10-04,C050,P021,1,4832.0,3032,Returned,2023-10-06,2023-10-11,1
4588,2024-11-08,C002,P004,3,13533.0,9873,Completed,2024-11-16,2024-11-15,3
4589,2023-01-24,C047,P021,1,4832.0,3032,Completed,2023-01-28,2023-01-29,1
4590,2023-03-30,C054,P003,2,9632.0,6804,Completed,2023-04-05,2023-04-05,2
4591,2024-12-04,C019,P005,2,8808.0,6182,Completed,2024-12-11,2024-12-09,2
4592,2024-11-11,C060,P034,3,11265.0,8190,Cancelled,,2024-11-14,0
4593,2023-08-22,C080,P019,2,7658.0,5082,Completed,2023-08-30,2023-08-25,1
4594,2023-12-15,C016,P043,4,31078.52,18532,Cancelled,,2023-12-18,0
4595,2024-07-18,C066,P052,4,32199.67,18936,Returned,2024-07-21,2024-07-24,4
4596,2023-12-20,C015,P005,3,13212.0,9273,Cancelled,,2023-12-26,0
4597,2023-10-15,C063,P027,4,18760.0,13596,Completed,2023-10-22,2023-10-19,4
4598,2023-02-19,C062,P047,4,36573.76,16676,Completed,2023-02-23,2023-02-23,4
4599,2024-02-24,C068,P033,4,17068.0,12240,Cancelled,,2024-02-27,0
4600,2023-06-12,C011,P012,3,13662.0,9786,Completed,2023-06-18,2023-06-16,3
4601,2023-12-04,C005,P015,4,16964.0,12708,Returned,2023-12-10,2023-12-10,4
4602,2023-04-05,C079,P051,3,29179.35,14490,Completed,2023-04-08,2023-04-09,3
4603,2024-06-28,C055,P013,4,16968.0,11212,Completed,2024-07-04,2024-07-05,4
4604,2024-08-02,C020,P051,2,18628.99,9660,Completed,2024-08-09,2024-08-05,2
4605,2023-01-21,C061,P031,4,16900.0,11732,Cancelled,,2023-01-26,0
4606,2024-03-20,C046,P028,1,4437.0,2813,Completed,2024-03-23,2024-03-26,1
4607,2023-03-16,C079,P058,4,35916.2,19632,Completed,2023-03-24,2023-03-20,4
4608,2024-02-09,C033,P014,4,15460.0,10832,Completed,2024-02-13,2024-02-14,4
4609,2023-01-17,C047,P004,1,4511.0,3291,Completed,2023-01-22,2023-01-22,1
4610,2024-03-20,C052,P023,4,14328.0,9036,Completed,2024-03-25,2024-03-26,4
4611,2023-01-11,C072,P010,3,12810.0,9474,Completed,2023-01-18,2023-01-14,3
4612,2024-02-04,C074,P030,3,12774.0,8301,Cancelled,,2024-02-09,0
4613,2024-07-24,C011,P004,2,9022.0,6582,Completed,2024-07-28,2024-07-29,2
4614,2024-01-18,C021,P030,1,4258.0,2767,Cancelled,,2024-01-21,0
4615,2024-12-11,C064,P020,4,19248.0,13716,Completed,2024-12-17,2024-12-18,4
4616,2024-04-20,C045,P015,4,16964.0,12708,Completed,2024-04-22,2024-04-25,4
4617,2024-10-06,C051,P017,1,3931.0,2905,Completed,2024-10-14,2024-10-13,1
4618,2024-05-23,C076,P013,2,8484.0,5606,Cancelled,,2024-05-27,0
4619,2023-08-28,C049,P014,3,11595.0,8124,Completed,2023-09-01,2023-08-31,3
4620,2023-11-03,C064,P022,4,17096.0,11480,Completed,2023-11-06,2023-11-08,4
4621,2024-03-22,C072,P007,4,14912.0,9416,Completed,2024-03-25,2024-03-29,3
4622,2023-07-01,C037,P060,2,18378.23,8838,Completed,2023-07-07,2023-07-05,2
4623,2023-04-25,C013,P004,1,4511.0,3291,Completed,2023-04-30,2023-05-02,1
4624,2024-04-20,C074,P017,4,15724.0,11620,Returned,2024-04-22,2024-04-26,4
4625,2023-09-14,C001,P023,4,14328.0,9036,Returned,2023-09-19,2023-09-20,4
4626,2023-09-27,C028,P033,1,4267.0,3060,Completed,2023-10-01,2023-10-02,1
4627,2023-03-23,C043,P035,3,10974.0,7626,Completed,2023-03-26,2023-03-29,3
4628,2024-12-15,C073,P028,3,13311.0,8439,Completed,2024-12-23,2024-12-18,3
4629,2023-02-09,C020,P031,4,16900.0,11732,Completed,2023-02-14,2023-02-15,4
4630,2024-06-07,C044,P003,2,9632.0,6804,Cancelled,,2024-06-12,0
4631,2023-06-25,C029,P045,4,31435.33,15872,Completed,2023-06-29,2023-06-28,4
4632,2023-05-07,C050,P005,4,17616.0,12364,Completed,2023-05-10,2023-05-11,4
4633,2023-02-25,C011,P015,1,4241.0,3177,Completed,2023-02-27,2023-02-28,1
4634,2024-10-29,C011,P017,4,15724.0,11620,Returned,2024-11-06,2024-11-05,4
4635,2024-02-15,C029,P032,2,9450.0,6734,Completed,2024-02-20,2024-02-18,2
4636,2023-04-05,C039,P015,4,16964.0,12708,Completed,2023-04-13,2023-04-12,4
4637,2023-12-24,C054,P034,4,15020.0,10920,Completed,2024-01-01,2023-12-31,4
4638,2024-04-03,C067,P032,2,9450.0,6734,Completed,2024-04-08,2024-04-06,2
4639,2024-11-14,C039,P028,1,4437.0,2813,Completed,2024-11-17,2024-11-17,1
4640,2024-08-04,C002,P025,2,7570.0,4968,Completed,2024-08-06,2024-08-10,2
4641,2024-11-12,C017,P042,3,31591.98,19032,Completed,2024-11-16,2024-11-19,3
4642,2024-01-30,C062,P035,4,14632.0,10168,Completed,2024-02-04,2024-02-05,4
4643,2023-01-04,C071,P045,1,6824.5,3968,Completed,2023-01-07,2023-01-07,1
4644,2023-07-06,C027,P053,1,8729.94,4087,Completed,2023-07-10,2023-07-13,1
4645,2023-12-11,C073,P027,3,14070.0,10197,Completed,2023-12-16,2023-12-18,3
4646,2023-09-16,C031,P025,4,15140.0,9936,Completed,2023-09-19,2023-09-23,4
4647,2023-11-25,C058,P020,3,14436.0,10287,Completed,2023-11-30,2023-12-01,3
4648,2024-06-05,C072,P038,3,13557.0,8199,Completed,2024-06-10,2024-06-10,3
4649,2023-04-21,C055,P056,2,19307.64,11766,Returned,2023-04-29,2023-04-26,2
4650,2023-09-09,C075,P040,1,3788.0,2421,Completed,2023-09-16,2023-09-15,1
4651,2023-04-04,C005,P029,3,13899.0,8451,Completed,2023-04-06,2023-04-07,3
4652,2024-02-12,C080,P058,2,18284.27,9816,Returned,2024-02-19,2024-02-17,1
4653,2023-10-01,C012,P028,3,13311.0,8439,Completed,2023-10-06,2023-10-04,3
4654,2024-11-09,C026,P029,4,18532.0,11268,Completed,2024-11-15,2024-11-15,4
4655,2024-10-26,C040,P037,1,4105.0,2590,Completed,2024-11-02,2024-10-29,1
4656,2024-12-13,C071,P059,1,9112.5,5247,Completed,2024-12-18,2024-12-20,1
4657,2024-11-17,C021,P028,4,17748.0,11252,Completed,2024-11-20,2024-11-22,4
4658,2023-08-18,C062,P006,1,3945.0,2724,Completed,2023-08-23,2023-08-23,1
4659,2024-10-05,C029,P019,1,3829.0,2541,Cancelled,,2024-10-09,0
4660,2023-05-02,C013,P009,4,15420.0,10656,Cancelled,,2023-05-09,0
4661,2024-12-17,C017,P059,1,9099.95,5247,Completed,2024-12-24,2024-12-23,1
4662,2023-03-31,C074,P021,1,4832.0,3032,Completed,2023-04-06,2023-04-04,1
4663,2024-09-03,C007,P014,4,15460.0,10832,Completed,2024-09-09,2024-09-08,4
4664,2023-03-16,C056,P009,1,3855.0,2664,Completed,2023-03-21,2023-03-20,1
4665,2024-04-11,C021,P027,4,18760.0,13596,Completed,2024-04-19,2024-04-16,4
4666,2024-11-08,C046,P039,2,8372.0,5034,Completed,2024-11-10,2024-11-13,2
4667,2024-01-18,C067,P041,4,41064.46,21956,Completed,2024-01-20,2024-01-22,4
4668,2023-01-21,C055,P054,3,30909.83,16233,Cancelled,,2023-01-24,0
4669,2024-08-25,C021,P001,2,7896.0,4784,Completed,2024-08-28,2024-08-29,2
4670,2024-04-24,C068,P008,3,13350.0,9837,Returned,2024-05-02,2024-04-29,3
4671,2024-04-21,C043,P003,1,4816.0,3402,Completed,2024-04-23,2024-04-27,1
4672,2023-02-18,C045,P021,1,4832.0,3032,Completed,2023-02-26,2023-02-23,1
4673,2023-11-12,C008,P046,4,37407.9,21168,Completed,2023-11-18,2023-11-17,4
4674,2024-06-28,C027,P026,1,4306.0,3085,Completed,2024-07-01,2024-07-04,1
4675,2023-09-15,C006,P059,2,21175.73,10494,Completed,2023-09-18,2023-09-20,0
4676,2023-12-13,C007,P009,3,11565.0,7992,Completed,2023-12-20,2023-12-20,3
4677,2023-03-01,C050,P026,3,12918.0,9255,Completed,2023-03-09,2023-03-05,3
4678,2023-10-07,C008,P018,2,9142.0,5890,Completed,2023-10-11,2023-10-13,0
4679,2024-07-02,C015,P041,4,36350.85,21956,Completed,2024-07-09,2024-07-09,4
4680,2023-05-20,C047,P030,1,4258.0,2767,Completed,2023-05-24,2023-05-26,1
4681,2024-07-13,C075,P042,2,18680.89,12688,Completed,2024-07-18,2024-07-19,1
4682,2024-12-14,C020,P021,3,14496.0,9096,Completed,2024-12-18,2024-12-19,3
4683,2024-09-06,C057,P060,4,39041.97,17676,Returned,2024-09-10,2024-09-10,4
4684,2023-03-09,C058,P036,4,15196.0,10672,Completed,2023-03-12,2023-03-16,4
4685,2023-08-31,C031,P009,4,15420.0,10656,Completed,2023-09-04,2023-09-05,4
4686,2024-01-28,C027,P007,3,11184.0,7062,Completed,2024-02-05,2024-02-03,3
4687,2023-06-27,C023,P019,1,3829.0,2541,Completed,2023-06-30,2023-07-02,1
4688,2024-05-14,C061,P011,3,13794.0,8703,Completed,2024-05-21,2024-05-18,3
4689,2023-12-05,C006,P044,3,27649.48,15843,Completed,2023-12-13,2023-12-11,3
4690,2023-04-30,C067,P056,1,9739.82,5883,Completed,2023-05-05,2023-05-06,1
4691,2024-11-04,C013,P039,4,16744.0,10068,Completed,2024-11-08,2024-11-10,4
4692,2023-10-09,C075,P017,2,7862.0,5810,Completed,2023-10-16,2023-10-15,2
4693,2023-05-21,C072,P003,4,19264.0,13608,Completed,2023-05-25,2023-05-25,4
4694,2023-06-17,C062,P022,3,12822.0,8610,Completed,2023-06-23,2023-06-24,3
4695,2023-12-14,C012,P030,3,12774.0,8301,Completed,2023-12-19,2023-12-19,2
4696,2024-11-05,C070,P059,4,41505.74,20988,Returned,2024-11-11,2024-11-12,4
4697,2024-02-01,C011,P045,2,14588.41,7936,Completed,2024-02-03,2024-02-07,2
4698,2024-05-30,C001,P005,1,4404.0,3091,Completed,2024-06-04,2024-06-02,1
4699,2023-07-03,C015,P040,4,15152.0,9684,Completed,2023-07-05,2023-07-10,4
4700,2023-10-06,C060,P010,1,4270.0,3158,Completed,2023-10-09,2023-10-13,1
4701,2023-11-12,C034,P052,1,8000.59,4734,Completed,2023-11-15,2023-11-17,1
4702,2023-09-22,C008,P044,2,20441.11,10562,Cancelled,,2023-09-25,0
4703,2023-09-15,C008,P016,2,8732.0,6528,Completed,2023-09-17,2023-09-22,2
4704,2024-05-15,C044,P029,1,4633.0,2817,Completed,2024-05-23,2024-05-19,1
4705,2023-05-09,C008,P052,4,34898.96,18936,Completed,2023-05-16,2023-05-14,4
4706,2023-10-10,C078,P023,4,14328.0,9036,Completed,2023-10-17,2023-10-16,4
4707,2023-07-18,C008,P012,1,4554.0,3262,Completed,2023-07-23,2023-07-25,1
4708,2024-10-01,C074,P046,2,20925.36,10584,Completed,2024-10-03,2024-10-08,2
4709,2023-01-21,C020,P029,3,13899.0,8451,Completed,2023-01-26,2023-01-26,2
4710,2023-10-25,C060,P004,4,18044.0,13164,Completed,2023-10-28,2023-11-01,4
4711,2023-08-12,C037,P026,1,4306.0,3085,Completed,2023-08-17,2023-08-17,1
4712,2023-01-19,C045,P010,3,12810.0,9474,Cancelled,,2023-01-25,0
4713,2024-07-26,C012,P058,1,8094.67,4908,Completed,2024-08-02,2024-08-01,1
4714,2023-02-12,C073,P054,4,36968.03,21644,Completed,2023-02-19,2023-02-18,4
4715,2023-08-07,C077,P021,3,14496.0,9096,Returned,2023-08-15,2023-08-13,3
4716,2024-07-17,C059,P048,4,41139.07,23124,Completed,2024-07-20,2024-07-24,4
4717,2023-11-08,C078,P048,1,10423.16,5781,Completed,2023-11-14,2023-11-15,1
4718,2024-01-17,C033,P023,2,7164.0,4518,Completed,2024-01-22,2024-01-21,0
4719,2023-06-22,C049,P039,1,4186.0,2517,Completed,2023-06-25,2023-06-27,1
4720,2023-06-10,C070,P025,1,3785.0,2484,Completed,2023-06-14,2023-06-17,1
4721,2024-02-11,C025,P049,3,24988.76,11880,Completed,2024-02-15,2024-02-18,2
4722,2024-06-11,C012,P037,3,12315.0,7770,Completed,2024-06-15,2024-06-17,3
4723,2023-08-09,C048,P012,4,18216.0,13048,Completed,2023-08-17,2023-08-14,4
4724,2023-12-02,C062,P008,2,8900.0,6558,Returned,2023-12-10,2023-12-07,2
4725,2024-03-28,C042,P022,2,8548.0,5740,Cancelled,,2024-03-31,0
4726,2024-05-10,C039,P001,4,15792.0,9568,Completed,2024-05-16,2024-05-17,4
4727,2024-10-06,C026,P054,3,28909.68,16233,Completed,2024-10-13,2024-10-10,3
4728,2023-05-14,C010,P025,3,11355.0,7452,Completed,2023-05-18,2023-05-18,3
4729,2024-06-23,C043,P030,4,17032.0,11068,Completed,2024-07-01,2024-06-28,4
4730,2024-10-08,C024,P018,2,9142.0,5890,Completed,2024-10-10,2024-10-13,2
4731,2024-07-27,C071,P015,2,8482.0,6354,Completed,2024-07-29,2024-07-30,0
4732,2023-03-16,C070,P049,4,28239.41,15840,Completed,2023-03-20,2023-03-23,0
4733,2024-07-08,C045,P006,2,7890.0,5448,Completed,2024-07-13,2024-07-12,2
4734,2023-02-07,C008,P031,4,16900.0,11732,Completed,2023-02-09,2023-02-14,4
4735,2024-07-25,C063,P007,1,3728.0,2354,Completed,2024-07-28,2024-07-29,1
4736,2023-01-22,C015,P053,1,7354.02,4087,Completed,2023-01-29,2023-01-29,1
4737,2024-12-12,C012,P050,2,15243.57,8522,Completed,2024-12-16,2024-12-19,2
4738,2024-05-28,C047,P015,4,16964.0,12708,Returned,2024-06-02,2024-06-01,3
4739,2024-02-01,C013,P033,3,12801.0,9180,Completed,2024-02-03,2024-02-07,3
4740,2023-11-10,C019,P020,1,4812.0,3429,Completed,2023-11-15,2023-11-17,1
4741,2023-04-22,C044,P013,4,16968.0,11212,Cancelled,,2023-04-26,0
4742,2023-01-31,C046,P018,4,18284.0,11780,Completed,2023-02-02,2023-02-03,4
4743,2024-06-08,C014,P025,4,15140.0,9936,Completed,2024-06-11,2024-06-12,4
4744,2024-09-07,C071,P035,1,3658.0,2542,Cancelled,,2024-09-12,0
4745,2024-09-28,C043,P032,2,9450.0,6734,Completed,2024-10-04,2024-10-02,2
4746,2024-05-03,C005,P044,4,40545.01,21124,Completed,2024-05-11,2024-05-10,4
4747,2024-03-25,C080,P024,1,4188.0,3017,Completed,2024-03-30,2024-03-31,1
4748,2023-07-26,C070,P003,3,14448.0,10206,Completed,2023-07-31,2023-08-01,3
4749,2023-09-21,C006,P028,3,13311.0,8439,Cancelled,,2023-09-25,0
4750,2023-01-30,C011,P031,2,8450.0,5866,Completed,2023-02-07,2023-02-04,2
4751,2023-05-14,C037,P004,1,4511.0,3291,Completed,2023-05-19,2023-05-21,1
4752,2023-11-25,C055,P040,3,11364.0,7263,Completed,2023-11-30,2023-11-28,3
4753,2023-05-04,C062,P031,3,12675.0,8799,Completed,2023-05-11,2023-05-08,3
4754,2024-05-11,C072,P006,4,15780.0,10896,Completed,2024-05-13,2024-05-18,4
4755,2023-11-19,C062,P002,4,16884.0,11732,Completed,2023-11-27,2023-11-23,4
4756,2023-04-26,C057,P019,3,11487.0,7623,Completed,2023-04-29,2023-05-01,3
4757,2023-06-20,C022,P002,3,12663.0,8799,Completed,2023-06-26,2023-06-23,3
4758,2024-05-28,C049,P059,2,19911.81,10494,Returned,2024-06-04,2024-06-02,2
4759,2024-12-20,C077,P038,4,18076.0,10932,Cancelled,,2024-12-24,0
4760,2024-11-09,C022,P040,2,7576.0,4842,Completed,2024-11-13,2024-11-15,2
4761,2023-02-23,C075,P018,3,13713.0,8835,Completed,2023-02-27,2023-02-26,2
4762,2024-10-11,C035,P024,1,4188.0,3017,Returned,2024-10-13,2024-10-14,1
4763,2023-10-24,C044,P058,3,26432.48,14724,Cancelled,,2023-10-30,0
4764,2024-04-09,C023,P004,1,4511.0,3291,Cancelled,,2024-04-12,0
4765,2023-08-30,C045,P039,1,4186.0,2517,Cancelled,,2023-09-05,0
4766,2023-08-11,C006,P003,3,14448.0,10206,Completed,2023-08-17,2023-08-15,3
4767,2023-10-17,C048,P032,1,4725.0,3367,Completed,2023-10-20,2023-10-22,1
4768,2024-11-01,C044,P002,1,4221.0,2933,Cancelled,,2024-11-08,0
4769,2024-11-22,C041,P037,1,4105.0,2590,Completed,2024-11-28,2024-11-25,1
4770,2024-01-03,C016,P031,3,12675.0,8799,Completed,2024-01-11,2024-01-08,3
4771,2024-09-26,C001,P025,2,7570.0,4968,Completed,2024-10-03,2024-10-02,2
4772,2023-12-07,C044,P028,2,8874.0,5626,Completed,2023-12-09,2023-12-10,2
4773,2023-08-01,C038,P014,1,3865.0,2708,Completed,2023-08-08,2023-08-08,1
4774,2023-10-20,C011,P011,1,4598.0,2901,Cancelled,,2023-10-26,0
4775,2023-02-22,C038,P056,2,19413.11,11766,Completed,2023-03-01,2023-02-27,2
4776,2024-12-16,C070,P039,3,12558.0,7551,Completed,2024-12-22,2024-12-23,3
4777,2023-08-14,C001,P031,4,16900.0,11732,Completed,2023-08-16,2023-08-17,4
4778,2023-09-30,C013,P015,2,8482.0,6354,Completed,2023-10-05,2023-10-07,2
4779,2023-04-15,C020,P034,4,15020.0,10920,Completed,2023-04-21,2023-04-18,4
4780,2024-03-08,C044,P011,3,13794.0,8703,Completed,2024-03-13,2024-03-15,3
4781,2023-07-11,C043,P032,4,18900.0,13468,Completed,2023-07-18,2023-07-18,4
4782,2023-01-15,C039,P022,1,4274.0,2870,Returned,2023-01-23,2023-01-22,1
4783,2024-10-31,C059,P032,4,18900.0,13468,Completed,2024-11-07,2024-11-03,4
4784,2023-07-20,C045,P024,1,4188.0,3017,Completed,2023-07-27,2023-07-26,1
4785,2023-11-11,C047,P014,3,11595.0,8124,Completed,2023-11-14,2023-11-15,3
4786,2024-11-04,C023,P039,2,8372.0,5034,Completed,2024-11-09,2024-11-08,2
4787,2023-09-03,C005,P010,2,8540.0,6316,Cancelled,,2023-09-07,0
4788,2024-06-21,C033,P001,2,7896.0,4784,Returned,2024-06-27,2024-06-26,2
4789,2023-03-10,C052,P022,1,4274.0,2870,Completed,2023-03-12,2023-03-14,1
4790,2023-12-09,C029,P014,2,7730.0,5416,Completed,2023-12-12,2023-12-13,2
4791,2023-11-08,C046,P009,2,7710.0,5328,Completed,2023-11-14,2023-11-14,2
4792,2023-06-04,C045,P060,2,18328.8,8838,Completed,2023-06-08,2023-06-08,2
4793,2023-12-06,C002,P059,3,32645.13,15741,Completed,2023-12-12,2023-12-11,3
4794,2024-05-16,C048,P026,2,8612.0,6170,Cancelled,,2024-05-20,0
4795,2023-08-02,C006,P009,3,11565.0,7992,Completed,2023-08-07,2023-08-08,3
4796,2023-09-14,C072,P023,4,14328.0,9036,Completed,2023-09-17,2023-09-19,4
4797,2024-05-16,C021,P050,2,13782.05,8522,Completed,2024-05-18,2024-05-23,2
4798,2023-04-19,C004,P035,3,10974.0,7626,Completed,2023-04-23,2023-04-25,2
4799,2023-05-28,C052,P027,3,14070.0,10197,Completed,2023-06-02,2023-05-31,3
4800,2024-04-10,C073,P018,4,18284.0,11780,Completed,2024-04-15,2024-04-15,4
4801,2023-01-08,C012,P024,4,16752.0,12068,Returned,2023-01-15,2023-01-14,4
4802,2024-04-14,C067,P006,2,7890.0,5448,Completed,2024-04-18,2024-04-20,2
4803,2023-03-11,C006,P016,1,4366.0,3264,Completed,2023-03-15,2023-03-15,1
4804,2024-08-05,C010,P018,1,4571.0,2945,Completed,2024-08-11,2024-08-09,1
4805,2023-04-12,C054,P060,4,36906.06,17676,Completed,2023-04-14,2023-04-16,4
4806,2023-12-27,C073,P037,1,4105.0,2590,Completed,2024-01-04,2024-01-01,1
4807,2023-10-03,C056,P013,2,8484.0,5606,Completed,2023-10-07,2023-10-06,2
4808,2024-07-21,C003,P008,2,8900.0,6558,Completed,2024-07-29,2024-07-26,1
4809,2024-04-13,C024,P013,1,4242.0,2803,Completed,2024-04-15,2024-04-19,1
4810,2024-11-01,C027,P050,4,32116.39,17044,Completed,2024-11-03,2024-11-04,4
4811,2023-07-18,C010,P002,2,8442.0,5866,Completed,2023-07-22,2023-07-25,2
4812,2024-03-06,C033,P034,4,15020.0,10920,Completed,2024-03-08,2024-03-12,4
4813,2023-06-27,C076,P019,3,11487.0,7623,Returned,2023-07-02,2023-07-02,3
4814,2024-05-08,C065,P018,2,9142.0,5890,Completed,2024-05-12,2024-05-11,2
4815,2024-01-23,C055,P016,1,4366.0,3264,Completed,2024-01-30,2024-01-28,1
4816,2024-12-24,C017,P050,1,7419.52,4261,Completed,2024-12-30,2024-12-28,1
4817,2023-06-19,C032,P040,2,7576.0,4842,Completed,2023-06-21,2023-06-22,2
4818,2023-08-06,C027,P049,4,32960.66,15840,Completed,2023-08-13,2023-08-10,4
4819,2023-10-19,C055,P001,1,3948.0,2392,Completed,2023-10-24,2023-10-24,1
4820,2024-12-19,C003,P046,2,19343.81,10584,Completed,2024-12-25,2024-12-22,2
4821,2023-07-25,C076,P058,4,32551.0,19632,Completed,2023-08-02,2023-08-01,4
4822,2023-07-21,C060,P005,2,8808.0,6182,Completed,2023-07-25,2023-07-26,2
4823,2023-06-03,C049,P028,3,13311.0,8439,Completed,2023-06-05,2023-06-07,3
4824,2024-07-27,C004,P009,4,15420.0,10656,Completed,2024-07-31,2024-07-31,4
4825,2024-11-17,C025,P002,1,4221.0,2933,Completed,2024-11-21,2024-11-21,1
4826,2024-12-17,C021,P013,2,8484.0,5606,Completed,2024-12-21,2024-12-23,2
4827,2023-07-17,C040,P024,3,12564.0,9051,Completed,2023-07-25,2023-07-23,3
4828,2024-10-03,C013,P046,4,35218.45,21168,Cancelled,,2024-10-06,0
4829,2023-06-23,C011,P059,1,10663.75,5247,Completed,2023-06-27,2023-06-29,1
4830,2023-11-07,C039,P011,3,13794.0,8703,Completed,2023-11-10,2023-11-10,3
4831,2024-11-07,C058,P028,3,13311.0,8439,Completed,2024-11-09,2024-11-12,3
4832,2023-12-15,C028,P033,3,12801.0,9180,Completed,2023-12-17,2023-12-18,3
4833,2023-02-01,C048,P012,2,9108.0,6524,Completed,2023-02-05,2023-02-05,2
4834,2023-03-02,C062,P023,4,14328.0,9036,Completed,2023-03-10,2023-03-08,4
4835,2024-07-18,C038,P043,2,18114.83,9266,Completed,2024-07-24,2024-07-21,2
4836,2023-11-30,C002,P012,1,4554.0,3262,Completed,2023-12-07,2023-12-03,1
4837,2024-05-07,C034,P006,3,11835.0,8172,Completed,2024-05-13,2024-05-14,3
4838,2023-04-21,C067,P020,3,14436.0,10287,Completed,2023-04-26,2023-04-25,3
4839,2024-01-24,C077,P034,3,11265.0,8190,Completed,2024-02-01,2024-01-29,3
4840,2024-02-03,C020,P005,4,17616.0,12364,Cancelled,,2024-02-08,0
4841,2024-05-10,C075,P045,4,32520.44,15872,Completed,2024-05-15,2024-05-13,4
4842,2023-03-30,C027,P020,2,9624.0,6858,Completed,2023-04-06,2023-04-06,2
4843,2023-11-06,C017,P018,1,4571.0,2945,Completed,2023-11-12,2023-11-12,1
4844,2024-11-01,C049,P020,4,19248.0,13716,Completed,2024-11-08,2024-11-08,4
4845,2023-09-18,C045,P021,2,9664.0,6064,Completed,2023-09-25,2023-09-25,0
4846,2023-09-02,C045,P013,3,12726.0,8409,Completed,2023-09-10,2023-09-06,3
4847,2024-12-24,C035,P010,2,8540.0,6316,Cancelled,,2024-12-30,0
4848,2023-08-27,C077,P040,1,3788.0,2421,Completed,2023-09-04,2023-08-31,1
4849,2023-12-20,C030,P005,2,8808.0,6182,Completed,2023-12-23,2023-12-25,2
4850,2024-09-10,C012,P018,1,4571.0,2945,Completed,2024-09-18,2024-09-13,1
4851,2023-10-08,C004,P031,1,4225.0,2933,Completed,2023-10-11,2023-10-11,1
4852,2023-07-13,C031,P028,1,4437.0,2813,Completed,2023-07-20,2023-07-16,1
4853,2024-11-22,C031,P032,1,4725.0,3367,Completed,2024-11-29,2024-11-27,1
4854,2024-04-26,C012,P039,1,4186.0,2517,Cancelled,,2024-05-02,0
4855,2024-03-05,C063,P045,3,21748.97,11904,Returned,2024-03-09,2024-03-08,2
4856,2023-07-21,C020,P042,3,29119.3,19032,Cancelled,,2023-07-24,0
4857,2023-07-19,C077,P022,2,8548.0,5740,Completed,2023-07-25,2023-07-23,2
4858,2024-11-14,C067,P031,3,12675.0,8799,Cancelled,,2024-11-19,0
4859,2024-05-19,C043,P032,3,14175.0,10101,Completed,2024-05-21,2024-05-25,3
